RId,Text,Rating
EGqwH8NkI8RKwZzHLXK-bg,"The pineapple drink is not as strong as they say, but it is amazing. The atmosphere is so fun to look at, servers so sweet, drinks & food amazing! 10/10...",5
tM2WPOiSl1UYQPkVr_OSSA,"The manager wrote a reply that I'm sure you can all see. 

1.) Sushi is hard during COVID-19 but when taken in the extra precautions can be done properly. I...",1
xbX2lDtv9jkIILBZJOM31Q,Such a great first experience at Gustazo! We got a few taps to share and a couple drinks and had the beat time. Tables are socially distanced due to covid...,5
SXVfSevrdVQD5IU8sDAMSw,"Melt in your mouth meats.  Delicate, crisp textures.  I dream of this place.

SMALL PLATES MUST EATS: Yuca Frita & Croquetas de Canrejo.  Each *Yuca Frita*...",5
QGFA4H22oZjhoQk_fzrwww,"Loved their tapas! We all enjoyed trying the different ones--my favorites were their chicharrones and the croquettes. Drinks were all great too, they make a...",5
JMXXlh-shq-WuG9KR5Y0-A,"We had such an awesome time at SOJUba, in fact it was so great we had to come here a second time a few days later. During Covid, there aren't a ton of...",5
vKTtaNAvw2nD8SlIrFcvYw,Great kimchi stew just what I was looking for on a chilly night. Did take out. Quick service!,5
nPaPYApc9z8Q98USZ0FTHg,"Decent food, great atmosphere, and honestly the best you could ask for if you're looking for a club/lounge scene during covid. If you go, ask for Eric....",5
pSiZ2MfKIJNw6vSZsJ4tuQ,Really glad this bar is operating during the COVID-19 pandemic. They set up the space so it's well-distanced and they have good snack options to eat with...,4
GyMPFxHBOyMAWCPXZjM9bw,Came here for a nice cocktail night pre-covid. We heard great things about Longfellow and we were excited to try it out! There was a wait but it wasnt too...,2
wetoUFX3co7KQ84wqVYNcA,Great service and food. It was easy to find and park around i highly recommend this place,5
RT7tfxc0stYeLVWPK4LAyQ,"Super cute wine bar with great charcuterie! First off, the inside is wonderful, there are flowers and wine bottles, and the glasses are very thin and...",5
6bIRMN1UtfwDB6ZPtzNE-w,Cute and chic wine bar right in downtown. The staff are all super friendly and give great recommendations. They have a huge selection of wine and delicious...,4
Ty-cEupsfyF55Qew3I_0_A,"I was happy to stumble upon this lovely wine bar on a Saturday afternoon.  The inside was just gorgeous, classy, but with enough light and big, open spaces....",5
teeatLNpZWHNWacgmEy10Q,"I came for the outside dining but stayed for the creative and interesting menu they have to offer, and most importantly of all, their cocktails.

Blossom...",4
p-SkaD61ZV948QOrPHYneg,"We came here for NYE dinner, the food alone takes the cake, the the drinks - total cherry on top. This spot is such a vibe, and we felt safe with the Covid...",5
HgRYg1TLHz9jUq3nx_a0lA,Cocktails are definitely the highlight of the bar. I came here and I ordered a nino puente ($14) and Celia Cruz ($13). Drinks were next level. I know I'll...,5
MiM30MgbUER9BsLOVbJ7JA,This place is truly a hidden gem. My fiancé and I were visiting Boston for two days and were looking for a place that offered strictly outdoor dining....,5
ba-Lj9DyD8hBi1ELkY-KLw,This is an absolutely amazing gem for me to find in the fenway area and personally not only do I love the food here but the atmosphere created by the owners...,5
92lls1TfTpbBK-PYmQULXQ,Really like the vibe and service here but was overall underwhelmed by their brunch. My Bloody Mary was great but I ordered something that was their take on...,3
OnQxMa0S3w-80Tga5BJ48A,Been wanting to come back here for months but due to COVID we've been skeptical. I'm happy we decided to go and just give it a shot and boy am I happy that...,5
d8gSGq3azX9Yzr9rQBfJgw,"I've been here for a few times for drinks, but I only recently went here for food (takeout due to coronavirus). I got the fish, carnitas, and carne asada...",5
nMk5BYpJ-ybPk22ehInpEg,"Really good food, and polite staff! We had a waiter named Chris and he was awesome. Definitely very covid safe as well!",5
c15qu1mnzuSCCtX0ZR4k0w,My friend and I went there on a Saturday night to chill after midterms week -- and it was so lovely! The food is really great. We got fried pickle chips...,5
yBrgZ3bU_PWY51JAu8Dbaw,Super good place for Brunch!! I was a little upset that they didn't have Benedict's because it seems to be very good based on the pictures of other reviews...,5
PgpyII_SRQfqGtgK0aCrqg,"Vegan options are well marked on the menu, and several items can be made vegan with a few changes. 

We ordered:
+ The vegan pizza with roasted beets, bean...",5
bmPLnB1OnB_ktNTpMjTzvA,Dillon's has a beautiful outdoor patio very covid friendly. My friends and I went for some dinner and drinks- The broncho fries were out of this world!!...,5
dKZP_Vua8fGlDvkIo29GaA,"Surprised to see this place rated 3-stars. I go to Dillions once a week & love it! By far the best fried pickles in town, great location, & sometimes music/DJ.",5
_kjDCOC1A_wvc4rZOhZ09A,"Ended up here for dinner on a Tuesday night and the place was full - rightfully so. The staff were so nice and attentive, the service was speedy and the...",4
gayb5u13QQ6As9RYQj4ujg,"It was my first time visiting SideBar and since we are still in the midst/recovering from COVID, there was a limited capacity and menu selection. While that...",4
u8yW5FC4RgYE1OLjtu6-sA,Surprisingly spacious bar right in the heart of Downtown Crossing. There's two sides to it. Maybe that's where the name came from. Two sided bars are always...,4
z3wBK5o-w6Sv-6wOrW1SXA,"My favorite spot in Boston.

Wonderful staff and decently priced drinks 

Go sidebar go",5
8q6kbUb7JVffcoSl5aO_4g,"Bar Lyon you are most certainly terrific, I had an incredible experience here today. Great menu, great people, great atmosphere and great times. Bar Lyon...",5
Z9r1ErA42oyRcvdEYeZD6w,"Celebrated NYE here and let me tell you it was the best meal of the year! We started off with some cocktails and then ordered duck confit, (so tender the...",5
Y2U1jIYXoPAGsb7YH43FIQ,I have to give 5 stars because the service was phenomenal. We came here slightly underdressed but were greeted with top notch service which continued...,5
85MS-ZVKGKcc3L4jEjbVvg,"Awesome Asian-inspired spot in Boston! Banyan had one of my favorite meals when I was visiting the city earlier in the fall.

If you have the chance to go,...",4
6LS8BoywbZbNLVmaShao9w,We just had the most amazing dinner at Banyan. From the amazing outdoor seating to our super knowledgeable server Oliver the experience was amazing!  And...,5
rxM4-TVcqtKFCD-17zvPkQ,"Came here during the pandemic and sat in their outdoor patio space; super cute.  Overall super happy with all of the food, and had the luxury of coming with...",4
p_bEmQnWcnUxXXUXKSHUCg,I'm so glad that this bar is open during covid. When the weather is nice and warm they would have open patios and it's nice and spacious without people on...,5
fsB7Tm85xj_7_-Z0u_zQqA,"Just moving to Boston earlier this month, I've heard the name ""Lulu's"" come out of the mouths of friends and acquaintances. I just happened to go to the...",4
5kzzYu-UI8WbpjTUMypllA,The mimosa bucket!!! Came here to meet friends from Bumble BFF and was not disappointed. The restaurant is taking COVID precautions very seriously and their...,5
_PSBB3O9-VPbWzzyD_HZjw,"The wine selection here is not the best. They might only actually have one variety of wine. For a bar you would expect more. 

The bartenders are great tho...",3
C1aYhMyQlnO7fVFUICqPUg,Got Dublin wings and fries amazing. Flavorful juicy and crispy!!! Will be stopping by again soon.,5
EGE1YwI4pgaeWzXrSeJdAQ,Mmmmmm those buffalo wings tho! So crispy and not even battered! The chicken is very fresh and juicy. Deff coming back!,5
wqGFHg3m_g5vQF6FZI1ruQ,This place has gone through an entire revamp!! The menu is so much bigger and so many different options have been added. The outside patio seats a good...,4
8IP5ygDWWzlf8cLUVrhHuA,I've been going to cityside for years but this was my first visit after the new revamp. The menu has gotten a major upgrade and so has the food. The salads...,4
lxv0uxWmp1urDZqkrC6dXg,Paige was awesome!! Super nice and personable EVEN during covid. Checked in with us and always made sure we had what we need. Would recommend!!,5
y-DZv6SDlH1NjBfRpDV9Rg,"I was hesitant about writing a review on this place strictly because I fear that the next time I go, I will have to wait to be seated. Which means I would...",5
lvpTlt8nPnDStLc44n0tGg,Double burger comes with a large portion of fries.  Also had the chicken wings.  Delicious drinks.  Service is fantastic.,5
WrsaNbqJSLbYNnJGutF_QA,"Not a bad place to sneak into when the places you want to eat at has a 2-3 hour wait!
Burgers decent and my pasta dish was surprisingly excellent.  Fresh...",4
vwWmLH_RqnrV-Dcu5W6g4A,"The dining place is really clean and comfortable, the lights and the setting make you feel home and relaxed. 

The food was great, even though the portion...",5
mu1wZg8Sp0yeMLSrVXZh3A,Disappointing.  I've always loved La Voile (both the Brookline and Back Bay location); I figured Bar a vin 1855 would be a safe bet given it's the same...,2
2Vd8ufT8Y1ObWLfoASNZxg,"Had a great time early New Year's Eve 
Wine-appetizers-service was outstanding!!!
Recommend the beef Capacio!!!!!
Charcuterie boards to die for...",5
DJIIHOhPyzYGBA-hRYIxzw,Ghost Pepper Taco + Tequila Bar is a true gem of an addition to the abundance on new establishments opening in the local South Boston / Dorchester Area....,5
jifM3FfwR6UYXOE7S-IbEA,"Came here with friends on a whim and am SO SAD that this place isn't on my side of town. Everything is so so good. I say this as a Texan native, so I know...",5
qvqkry-Bp5CnrNmykRBfHg,"I was very curious about this place, since the windows were blacked out for most of construction.  We finally got to check it out on a recent Friday...",3
xY-rRYf7vApzcO8QSVaX1A,"Even during COVID, this fine establishment fulfills my old school authentic Irish pub needs! No TVs (love it), great Irish music, a great pour of Guinness,...",5
P9pSRfknYnFDdtuv4R7kog,"I was staying at the Hilton nearby and this place was busy every time my bf and I walked by, so we finally decided to stop for lunch. The food was delicious...",5
nmRtR5if8cRmnuqnX6PEqA,We stopped here and got food to go. Our hotel was blocks away. This was not the first choice the hotel recommended but being we tried two other local places...,3
p1BBro8OWcpaBNuhYqDP2g,"It's been awhile since I ordered from here and I thought I wrote a review but I guess not!  

This place is great!  I ordered through a delivery service -...",5
SrKGdDqul5QC8P-qqMS6-w,"The addition of the Snack Shack this year is so timely. The ice cream cones are inventive and delicious, there are plenty of good deals on burgers and even...",5
qxTSp0Y1Sjj43zJXsUiyqg,"Boy oh boy, is this place great! I'm a semi-regular here, but with the pandemic, I've stayed away. Thank goodness for takeout! The food is uniformly...",5
tfX7gFMo2_KFYzMfEmqgPQ,"My family and I ate outside to be safe about Covid and it was a great experience they had cool drinks and the food was really good too, our waiter was...",5
BXyWOLBv38ulBEchHeqpIw,I'm going to start with the bad because it made such a big impression on me. I chose this place because they specialize in Scotch. I ordered a balvenie...,3
4JmiRr8vcJcEOGmjNfMRkw,"The best dinner we have had all year!!! Jen greeted us promptly at the door and was so so helpful and kind. Excellent food & drinks, service was great. We...",5
RhfZx8kw7ip053A-9SvGFA,"We did take out over the weekend and the service was incredibly fast.
My mother had the vegan taco that she loved.
I went meat heavy with the chicken tinga,...",5
grNNcNJ10qzeSb-_BAGE5w,Love this place so much. I have been back twice and both times I was happy with my experience and the food. I would suggest getting a reservation so that...,5
KilyA21VgrXpRX2eFNAg9g,"Got a chance to visit Pearl and Lime in person on Sunday, and I was really impressed. The interior is cute and low-key, definitely like a casual taco bar....",5
l5edRsISQ4g1JEiLpHO-dg,My favorite bar in Southie. The drinks are always strong and the service is friendly and quick. If you and your party want the same drink I recommend...,5
FjNC4RqhuR0ZdnQ1T29fDw,"As I understand everything is different due to COVID, I felt like I should write a review about my friend and I's experience today at The Playwright. The...",3
AALRvJPOaWmAY51yEIgM3Q,"The food is so good! Love it for a brunch spot.

We sat outside today and our waitress, Kiley, was so rude from the second we sat down to the second we...",3
